Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	v2sama---
ἐπερωτῶσιν	e)perwtw=sin	ἐπερωτάω	e)perwta/w	v-pppamd-
ἐπερωτῶσιν	e)perwtw=sin	ἐπερωτάω	e)perwta/w	v-pppand-
ἐπερωτῶσιν	e)perwtw=sin	ἐπερωτάω	e)perwta/w	v3ppsa---
ἐπερωτῶσιν	e)perwtw=sin	ἐπερωτάω	e)perwta/w	v3ppia---
ἐπερωτῶσιν	e)perwtw=sin	ἐπερωτάω	e)perwta/w	v3ppsa---
ἐπετίμα	e)peti/ma	ἐπιτιμάω	e)pitima/w	v3siia---
ἐπετίμησαν	e)peti/mhsan	ἐπιτιμάω	e)pitima/w	v3piia---
ἐπετίμησαν	e)peti/mhsan	ἐπιτιμάω	e)pitima/w	v3paia---
ἐπετίμησεν	e)peti/mhsen	ἐπιτιμάω	e)pitima/w	v3saia---
ἐπετίμων	e)peti/mwn	ἐπιτιμάω	e)pitima/w	v3piia---
ἐπετίμων	e)peti/mwn	ἐπιτιμάω	e)pitima/w	v1siia---
ἐπεί	e)pei/	ἐπεί	e)pei/	c--------
ἐπείνασεν	e)pei/nasen	πεινάω	peina/w	v3saia---
ἐπηγγείλαντο	e)phggei/lanto	ἐπαγγέλλω	e)pagge/llw	v3paim---
ἐπηρώτα	e)phrw/ta	ἐπερωτάω	e)perwta/w	v3siia---
ἐπηρώτησεν	e)phrw/thsen	ἐπερωτάω	e)perwta/w	v3saia---
ἐπηρώτων	e)phrw/twn	ἐπερωτάω	e)perwta/w	v3piia---
ἐπηρώτων	e)phrw/twn	ἐπερωτάω	e)perwta/w	v1siia---
ἐπιβαλών	e)pibalw/n	ἐπιβάλλω	e)piba/llw	v-sapamn-
ἐπιβάλλουσιν	e)piba/llousin	ἐπιβάλλω	e)piba/llw	v-pppamd-
ἐπιβάλλουσιν	e)piba/llousin	ἐπιβάλλω	e)piba/llw	v-pppand-
ἐπιβάλλουσιν	e)piba/llousin	ἐπιβάλλω	e)piba/llw	v3ppia---
ἐπιγεγραμμένη	e)pigegramme/nh	ἐπιγράφω	e)pigra/fw	v-srpefn-
ἐπιγεγραμμένη	e)pigegramme/nh	ἐπιγράφω	e)pigra/fw	v-srpefv-
ἐπιγνούς	e)pignou/s	ἐπιγιγνώσκω	e)pigignw/skw	v-sapamn-
ἐπιγνούς	e)pignou/s	ἐπιγιγνώσκω	e)pigignw/skw	v-sapamv-
ἐπιγνόντες	e)pigno/ntes	ἐπιγιγνώσκω	e)pigignw/skw	v-papamn-
ἐπιγνόντες	e)pigno/ntes	ἐπιγιγνώσκω	e)pigignw/skw	v-papamv-
ἐπιγραφή	e)pigrafh/	ἐπιγραφή	e)pigrafh/	n-s---fn-
ἐπιγραφή	e)pigrafh/	ἐπιγραφή	e)pigrafh/	n-s---fv-
ἐπιθείς	e)piqei/s	ἐπιτίθημι	e)piti/qhmi	v-sapamn-
ἐπιθείς	e)piqei/s	ἐπιτίθημι	e)piti/qhmi	v-sapamv-
ἐπιθυμίαι	e)piqumi/ai	ἐπιθυμία	e)piqumi/a	n-p---fn-
ἐπιθυμίαι	e)piqumi/ai	ἐπιθυμία	e)piqumi/a	n-p---fv-
ἐπιθυμίαι	e)piqumi/ai	ἐπιθυμία	e)piqumi/a	n-s---fd-
ἐπιθήσουσιν	e)piqh/sousin	ἐπιθέω	e)piqe/w	v3pasa---
ἐπιθήσουσιν	e)piqh/sousin	ἐπιθέω	e)piqe/w	v-pfpamd-
ἐπιθήσουσιν	e)piqh/sousin	ἐπιθέω	e)piqe/w	v-pfpand-
ἐπιθήσουσιν	e)piqh/sousin	ἐπιθέω	e)piqe/w	v3pfia---
ἐπιθήσουσιν	e)piqh/sousin	ἐπιτίθημι	e)piti/qhmi	v-pfpamd-
ἐπιθήσουσιν	e)piqh/sousin	ἐπιτίθημι	e)piti/qhmi	v-pfpand-
ἐπιθήσουσιν	e)piqh/sousin	ἐπιτίθημι	e)piti/qhmi	v3pfia---
ἐπιθῇ	e)piqh=|	ἐπιθέω	e)piqe/w	v2spse---
ἐπιθῇ	e)piqh=|	ἐπιθέω	e)piqe/w	v2spie---
ἐπιθῇ	e)piqh=|	ἐπιθέω	e)piqe/w	v3spsa---
ἐπιθῇ	e)piqh=|	ἐπιθέω	e)piqe/w	v3spsa---
ἐπιθῇ	e)piqh=|	ἐπιθέω	e)piqe/w	v2spsm---
ἐπιθῇ	e)piqh=|	ἐπιθέω	e)piqe/w	v2spim---
ἐπιθῇ	e)piqh=|	ἐπιτίθημι	e)piti/qhmi	v2sasm---
ἐπιθῇ	e)piqh=|	ἐπιτίθημι	e)piti/qhmi	v3sasa---
ἐπιθῇς	e)piqh=|s	ἐπιθέω	e)piqe/w	v2spsa---
ἐπιθῇς	e)piqh=|s	ἐπιθέω	e)piqe/w	v2spsa---
ἐπιθῇς	e)piqh=|s	ἐπιτίθημι	e)piti/qhmi	v2sasa---
ἐπιλαβόμενος	e)pilabo/menos	ἐπιλαμβάνω	e)pilamba/nw	v-sapmmn-
ἐπιπίπτειν	e)pipi/ptein	ἐπιπίπτω	e)pipi/ptw	v--pna---
ἐπιράπτει	e)pira/ptei	ἐπιρράπτω	e)pirra/ptw	v2spie---
ἐπιράπτει	e)pira/ptei	ἐπιρράπτω	e)pirra/ptw	v3spia---
ἐπισκιάζουσα	e)piskia/zousa	ἐπισκιάζω	e)piskia/zw	v-sppafn-
ἐπισκιάζουσα	e)piskia/zousa	ἐπισκιάζω	e)piskia/zw	v-sppafv-
ἐπισκιάζουσα	e)piskia/zousa	ἐπισκιάζω	e)piskia/zw	v-sppafn-
ἐπισκιάζουσα	e)piskia/zousa	ἐπισκιάζω	e)piskia/zw	v-sppafv-
ἐπιστεύσατε	e)pisteu/sate	πιστεύω	pisteu/w	v2paia---
ἐπιστραφείς	e)pistrafei/s	ἐπιστρέφω	e)pistre/fw	v-sappmn-
ἐπιστραφείς	e)pistrafei/s	ἐπιστρέφω	e)pistre/fw	v-sappmv-
ἐπιστρεψάτω	e)pistreya/tw	ἐπιστρέφω	e)pistre/fw	v3sama---
ἐπιστρέψωσιν	e)pistre/ywsin	ἐπιστρέφω	e)pistre/fw	v3pasa---
ἐπισυνηγμένη	e)pisunhgme/nh	ἐπισυνάγω	e)pisuna/gw	v-srpefn-
ἐπισυνηγμένη	e)pisunhgme/nh	ἐπισυνάγω	e)pisuna/gw	v-srpefv-
ἐπισυντρέχει	e)pisuntre/xei	ἐπισυντρέχω	e)pisuntre/xw	v2spie---
ἐπισυντρέχει	e)pisuntre/xei	ἐπισυντρέχω	e)pisuntre/xw	v3spia---
ἐπισυνάξει	e)pisuna/cei	ἐπισυνάγω	e)pisuna/gw	v3sasa---
ἐπισυνάξει	e)pisuna/cei	ἐπισυνάγω	e)pisuna/gw	v2sfim---
ἐπισυνάξει	e)pisuna/cei	ἐπισυνάγω	e)pisuna/gw	v3sfia---
ἐπιτιμᾷν	e)pitima=|n	ἐπιτιμάω	e)pitima/w	v--pna---
ἐπιτάσσει	e)pita/ssei	ἐπιτάσσω	e)pita/ssw	v2spie---
ἐπιτάσσει	e)pita/ssei	ἐπιτάσσω	e)pita/ssw	v3spia---
ἐπιτάσσει	e)pita/ssei	ἐπιτάσσω	e)pita/ssw	v2spie---
ἐπιτάσσει	e)pita/ssei	ἐπιτάσσω	e)pita/ssw	v3spia---
ἐπιτάσσω	e)pita/ssw	ἐπιτάσσω	e)pita/ssw	v1spsa---
ἐπιτάσσω	e)pita/ssw	ἐπιτάσσω	e)pita/ssw	v1spia---
ἐπιτάσσω	e)pita/ssw	ἐπιτάσσω	e)pita/ssw	v1spsa---
ἐπιτάσσω	e)pita/ssw	ἐπιτάσσω	e)pita/ssw	v1spia---
ἐπνίγοντο	e)pni/gonto	πνίγω	pni/gw	v3piie---
ἐπορεύοντο	e)poreu/onto	ἐφορεύω	e)foreu/w	v3piie---
ἐπορεύοντο	e)poreu/onto	πορεύω	poreu/w	v3piie---
ἐποίει	e)poi/ei	ποιέω	poie/w	v3siia---
ἐποίησαν	e)poi/hsan	ποιέω	poie/w	v3paia---
ἐποίησεν	e)poi/hsen	ποιέω	poie/w	v3saia---
ἐπροφήτευσεν	e)profh/teusen	προφητεύω	profhteu/w	v3saia---
ἐπάνω	e)pa/nw	ἐπάνω	e)pa/nw	d--------
ἐπέβαλαν	e)pe/balan	ἐπιβάλλω	e)piba/llw	v3paia---
ἐπέβαλλεν	e)pe/ballen	ἐπιβάλλω	e)piba/llw	v3siia---
ἐπέθηκεν	e)pe/qhken	ἐπιτίθημι	e)piti/qhmi	v3saia---
ἐπέλυεν	e)pe/luen	ἐπιλύω	e)pilu/w	v3siia---
ἐπέλυεν	e)pe/luen	ἐπιλύω	e)pilu/w	v3siia---
ἐπέταξεν	e)pe/tacen	ἐπιτάσσω	e)pita/ssw	v3saia---
ἐπέταξεν	e)pe/tacen	πετάζω	peta/zw	v3saia---
ἐπέτρεψεν	e)pe/treyen	ἐπιτρέπω	e)pitre/pw	v3saia---
ἐπί	e)pi/	ἐπί	e)pi/	r--------
ἐπίβλημα	e)pi/blhma	ἐπίβλημα	e)pi/blhma	n-s---nn-
ἐπίβλημα	e)pi/blhma	ἐπίβλημα	e)pi/blhma	n-s---nv-
ἐπίβλημα	e)pi/blhma	ἐπίβλημα	e)pi/blhma	n-s---na-
ἐπίσταμαι	e)pi/stamai	ἐφίστημι	e)fi/sthmi	v1spie---
ἐπίσταμαι	e)pi/stamai	ἐπίσταμαι	e)pi/stamai	v1spie---
ἐπίστευσαν	e)pi/steusan	πιστεύω	pisteu/w	v3paia---
ἐπότιζεν	e)po/tizen	ποτίζω	poti/zw	v3siia---
ἐρεῖ	e)rei=	ἐράομαι	e)ra/omai	v2spie---
ἐρεῖ	e)rei=	ἐρέομαι	e)re/omai	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	v2spie---
ἐρεῖ	e)rei=	ἐρέω	e)re/w	v3spia---
ἐρεῖ	e)rei=	ἐρῶ	e)rw=	v2sfim---
ἐρεῖ	e)rei=	ἐρῶ	e)rw=	v3sfia---
ἐρημίας	e)rhmi/as	ἐρημία	e)rhmi/a	n-p---fa-
ἐρημίας	e)rhmi/as	ἐρημία	e)rhmi/a	n-s---fg-
ἐρημώσεως	e)rhmw/sews	ἐρήμωσις	e)rh/mwsis	n-s---fg-
ἐρχομένη	e)rxome/nh	ἔρχομαι	e)/rxomai	v-sppefn-
ἐρχομένη	e)rxome/nh	ἔρχομαι	e)/rxomai	v-sppefv-
ἐρχομένῳ	e)rxome/nw|	ἔρχομαι	e)/rxomai	v-sppemd-
ἐρχομένῳ	e)rxome/nw|	ἔρχομαι	e)/rxomai	v-sppend-
ἐρχόμενοι	e)rxo/menoi	ἔρχομαι	e)/rxomai	v-pppemn-
ἐρχόμενοι	e)rxo/menoi	ἔρχομαι	e)/rxomai	v-pppemv-
ἐρχόμενον	e)rxo/menon	ἔρχομαι	e)/rxomai	v-sppema-
ἐρχόμενον	e)rxo/menon	ἔρχομαι	e)/rxomai	v-sppenn-
ἐρχόμενον	e)rxo/menon	ἔρχομαι	e)/rxomai	v-sppenv-
ἐρχόμενον	e)rxo/menon	ἔρχομαι	e)/rxomai	v-sppena-
ἐρχόμενος	e)rxo/menos	ἔρχομαι	e)/rxomai	v-sppemn-
ἐρήμοις	e)rh/mois	ἐρῆμος	e)rh=mos	a-p---md-
ἐρήμοις	e)rh/mois	ἐρῆμος	e)rh=mos	a-p---nd-
ἐρήμοις	e)rh/mois	ἐρῆμος	e)rh=mos	n-p---md-
ἐρήμοις	e)rh/mois	ἐρῆμος	e)rh=mos	n-p---fd-
ἐρήμοις	e)rh/mois	ἐρῆμος	e)rh=mos	n-p---nd-
ἐρήμῳ	e)rh/mw|	ἐρῆμος	e)rh=mos	a-s---md-
ἐρήμῳ	e)rh/mw|	ἐρῆμος	e)rh=mos	a-s---nd-
ἐρήμῳ	e)rh/mw|	ἐρῆμος	e)rh=mos	n-s---md-
ἐρήμῳ	e)rh/mw|	ἐρῆμος	e)rh=mos	n-s---fd-
ἐρήμῳ	e)rh/mw|	ἐρῆμος	e)rh=mos	n-s---nd-
ἐρῶ	e)rw=	ἐράομαι	e)ra/omai	v2spme---
ἐρῶ	e)rw=	ἐράομαι	e)ra/omai	v2siie---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v2spme---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v1spsa---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v1spia---
ἐρῶ	e)rw=	ἐράω1	e)ra/w1	v2siie---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v2spme---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v1spsa---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v1spia---
ἐρῶ	e)rw=	ἐράω2	e)ra/w2	v2siie---
ἐρῶ	e)rw=	ἐρέω	e)re/w	v1spia---
ἐρῶ	e)rw=	ἐρέω	e)re/w	v1spsa---
ἐρῶ	e)rw=	ἐρῶ	e)rw=	v1sfia---
ἐσθιόντων	e)sqio/ntwn	ἐσθίω	e)sqi/w	v-pppamg-
ἐσθιόντων	e)sqio/ntwn	ἐσθίω	e)sqi/w	v-pppang-
ἐσθιόντων	e)sqio/ntwn	ἐσθίω	e)sqi/w	v3ppma---
ἐσθιόντων	e)sqio/ntwn	εἰσθέω	ei)sqe/w	v-pppamg-
ἐσθιόντων	e)sqio/ntwn	εἰσθέω	ei)sqe/w	v-pppang-
ἐσθιόντων	e)sqio/ntwn	εἰσθέω	ei)sqe/w	v3ppma---
ἐσθίει	e)sqi/ei	ἐσθίω	e)sqi/w	v2spie---
ἐσθίει	e)sqi/ei	ἐσθίω	e)sqi/w	v3spia---
ἐσθίουσιν	e)sqi/ousin	ἐσθίω	e)sqi/w	v-pppamd-
ἐσθίουσιν	e)sqi/ousin	ἐσθίω	e)sqi/w	v-pppand-
ἐσθίουσιν	e)sqi/ousin	ἐσθίω	e)sqi/w	v3ppia---
ἐσθίων	e)sqi/wn	ἔσθος	e)/sqos	n-p---ng-
ἐσθίων	e)sqi/wn	ἐσθίω	e)sqi/w	v-sppamn-
ἐσθίων	e)sqi/wn	εἰσθέω	ei)sqe/w	v-sppamn-
ἐσιώπα	e)siw/pa	σιωπάω	siwpa/w	v3siia---
ἐσιώπων	e)siw/pwn	σιωπάω	siwpa/w	v3piia---
ἐσιώπων	e)siw/pwn	σιωπάω	siwpa/w	v1siia---
ἐσκανδαλίζοντο	e)skandali/zonto	σκανδαλίζω	skandali/zw	v3piie---
ἐσμεν	e)smen	εἰμί	ei)mi/	v1ppia---
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	v-srpema-
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	v-srpenn-
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	v-srpenv-
ἐσμυρνισμένον	e)smurnisme/non	σμυρνίζω	smurni/zw	v-srpena-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	v-srpema-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	v-srpenn-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	v-srpenv-
ἐσπαρμένον	e)sparme/non	σπείρω	spei/rw	v-srpena-
ἐσπλαγχνίσθη	e)splagxni/sqh	σπλαγχνίζομαι	splagxni/zomai	v3saie---
ἐσπλαγχνίσθη	e)splagxni/sqh	σπλαγχνίζω	splagxni/zw	v3saip---
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	v-srpema-
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	v-srpenn-
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	v-srpenv-
ἐσταυρωμένον	e)staurwme/non	σταυρόω	stauro/w	v-srpena-
ἐσταύρωσαν	e)stau/rwsan	σταυρόω	stauro/w	v3paia---
ἐστε	e)ste	εἰμί	ei)mi/	v2ppia---
ἐστιν	e)stin	εἰμί	ei)mi/	v3spia---
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	v-srpema-
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	v-srpenn-
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	v-srpenv-
ἐστρωμένον	e)strwme/non	στόρεννυμι	sto/rennumi	v-srpena-
ἐστέ	e)ste/	εἰμί	ei)mi/	v2ppia---
ἐστέναξεν	e)ste/nacen	στενάζω	stena/zw	v3saia---
ἐστίν	e)sti/n	εἰμί	ei)mi/	v3spia---
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	v-prpann-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	v-prpanv-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	v-prpana-
ἐσχηκότα	e)sxhko/ta	ἔχω	e)/xw	v-srpama-
ἐσχηκότα	e)sxhko/ta	σχάω	sxa/w	v-prpann-
ἐσχηκότα	e)sxhko/ta	σχάω	sxa/w	v-prpanv-
ἐσχηκότα	e)sxhko/ta	σχάω	sxa/w	v-prpana-
ἐσχηκότα	e)sxhko/ta	σχάω	sxa/w	v-srpama-
ἐσχάτως	e)sxa/tws	ἔσχατος	e)/sxatos	x--------
ἐσχάτως	e)sxa/tws	ἔσχατος	e)/sxatos	a-p---ma-
ἐσχίσθη	e)sxi/sqh	σχίζω	sxi/zw	v3saip---
ἐσώζοντο	e)sw/zonto	σώζω	sw/zw	v3piie---
ἐσώθη	e)sw/qh	εἰσωθέω	ei)swqe/w	v3siia---
ἐσώθη	e)sw/qh	εἰσωθέω	ei)swqe/w	v2spma---
ἐσώθη	e)sw/qh	εἰσωθέω	ei)swqe/w	v3siia---
ἐσώθη	e)sw/qh	σώζω	sw/zw	v3saip---
ἐταράχθησαν	e)tara/xqhsan	ταράσσω	tara/ssw	v3paip---
ἐτόλμα	e)to/lma	τολμάω	tolma/w	v3siia---
ἐτῶν	e)tw=n	ἔται	e)/tai	n-p---mg-
ἐτῶν	e)tw=n	ἔτης	e)/ths	n-p---mg-
ἐτῶν	e)tw=n	ἔτος	e)/tos	n-p---ng-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	v-sfpamv-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	v-sfpann-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	v-sfpanv-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	v-sfpana-
ἐτῶν	e)tw=n	ἐτάζω	e)ta/zw	v-sfpamn-
ἐφανερώθη	e)fanerw/qh	φανερόω	fanero/w	v3saip---
ἐφοβεῖτο	e)fobei=to	φοβέω	fobe/w	v3siie---
ἐφοβοῦντο	e)fobou=nto	φοβέω	fobe/w	v3piie---
ἐφοβήθησαν	e)fobh/qhsan	φοβέω	fobe/w	v3paip---
ἐφυλαξάμην	e)fulaca/mhn	φυλάσσω	fula/ssw	v1saim---
ἐφυλαξάμην	e)fulaca/mhn	φυλάζω	fula/zw	v1saim---
ἐφάνη	e)fa/nh	φαίνω	fai/nw	v3saip---
ἐφάνη	e)fa/nh	φανάω	fana/w	v3siia---
ἐφάνη	e)fa/nh	φανάω	fana/w	v3siia---
ἐφύτευσεν	e)fu/teusen	φυτεύω	futeu/w	v3saia---
ἐφώνησεν	e)fw/nhsen	φωνέω	fwne/w	v3saia---
ἐχθρούς	e)xqrou/s	ἐχθρός	e)xqro/s	a-p---ma-
ἐχομένας	e)xome/nas	ἔχω	e)/xw	v-pppefa-
ἐχομένας	e)xome/nas	ἔχω	e)/xw	v-sppefg-
ἐχορτάσθησαν	e)xorta/sqhsan	χορτάζω	xorta/zw	v3paip---
ἐχούσαις	e)xou/sais	ἔχω	e)/xw	v-pppafd-
ἐχάρησαν	e)xa/rhsan	χαίρω	xai/rw	v3paip---
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	v-pppamg-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	v-pppang-
ἐχόντων	e)xo/ntwn	ἔχω	e)/xw	v3ppma---
ἐψευδομαρτύρουν	e)yeudomartu/roun	ψευδομαρτυρέω	yeudomarture/w	v3piia---
ἐψευδομαρτύρουν	e)yeudomartu/roun	ψευδομαρτυρέω	yeudomarture/w	v1siia---
ἐάν	e)a/n	ἐάν	e)a/n	c--------
ἑαυτούς	e(autou/s	ἑαυτοῦ	e(autou=	n-p---ma-
ἑαυτοῖς	e(autoi=s	ἑαυτοῦ	e(autou=	n-p---nd-
ἑαυτοῖς	e(autoi=s	ἑαυτοῦ	e(autou=	n-p---md-
ἑαυτοῦ	e(autou=	ἑαυτοῦ	e(autou=	n-s---ng-
ἑαυτοῦ	e(autou=	ἑαυτοῦ	e(autou=	n-s---mg-
ἑαυτάς	e(auta/s	ἑαυτοῦ	e(autou=	n-p---fa-
ἑαυτήν	e(auth/n	ἑαυτοῦ	e(autou=	n-s---fa-
ἑαυτόν	e(auto/n	ἑαυτοῦ	e(autou=	n-s---ma-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---ng-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---fg-
ἑαυτῶν	e(autw=n	ἑαυτοῦ	e(autou=	n-p---mg-
ἑαυτῷ	e(autw=|	ἑαυτοῦ	e(autou=	n-s---nd-
ἑαυτῷ	e(autw=|	ἑαυτοῦ	e(autou=	n-s---md-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	a-p---nn-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	a-p---nv-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	a-p---na-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	a-s---ma-
ἑκατονταπλασίονα	e(katontaplasi/ona	ἑκατονταπλασίων	e(katontaplasi/wn	a-s---fa-
ἑκατόν	e(kato/n	ἑκατόν	e(kato/n	m--------
ἑκάστῳ	e(ka/stw|	ἕκαστος	e(/kastos	a-s---md-
ἑκάστῳ	e(ka/stw|	ἕκαστος	e(/kastos	a-s---nd-
ἑξήκοντα	e(ch/konta	ἑξήκοντα	e(ch/konta	m--------
ἑορτήν	e(orth/n	ἑορτή	e(orth/	n-s---fa-
ἑορτῇ	e(orth=|	ἑορτάζω	e(orta/zw	v2sfim---
ἑορτῇ	e(orth=|	ἑορτάζω	e(orta/zw	v3sfia---
ἑορτῇ	e(orth=|	ἑορτή	e(orth/	n-s---fd-
ἑπτά	e(pta/	ἑπτά	e(pta/	m--------
ἑπτά	e(pta/	ἑπτάς	e(pta/s	n-s---fv-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-prpann-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-prpanv-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-prpana-
ἑστηκότα	e(sthko/ta	ἵστημι	i(/sthmi	v-srpama-
ἑστηκότων	e(sthko/twn	ἵστημι	i(/sthmi	v-prpamg-
ἑστηκότων	e(sthko/twn	ἵστημι	i(/sthmi	v-prpang-
ἑτοιμάσατε	e(toima/sate	ἑτοιμάζω	e(toima/zw	v2pama---
ἑτοιμάσατε	e(toima/sate	ἑτοιμάζω	e(toima/zw	v2paia---
ἑτοιμάσωμεν	e(toima/swmen	ἑτοιμάζω	e(toima/zw	v1pasa---
ἑτέρᾳ	e(te/ra|	ἕτερος	e(/teros	a-s---fd-
ἔβαλεν	e)/balen	βάλλω	ba/llw	v3saia---
ἔβαλεν	e)/balen	βάλλω	ba/llw	v3saia---
ἔβαλλον	e)/ballon	βάλλω	ba/llw	v3piia---
ἔβαλλον	e)/ballon	βάλλω	ba/llw	v1siia---
ἔβαλον	e)/balon	βάλλω	ba/llw	v3paia---
ἔβαλον	e)/balon	βάλλω	ba/llw	v1saia---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	v2spma---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	v3saia---
ἔγειρε	e)/geire	ἐγείρω	e)gei/rw	v3siia---
ἔγνω	e)/gnw	γιγνώσκω	gignw/skw	v3saia---
ἔγνωσαν	e)/gnwsan	γιγνώσκω	gignw/skw	v3paia---
ἔγραψεν	e)/grayen	γράφω	gra/fw	v3saia---
ἔδειραν	e)/deiran	δέρω	de/rw	v3paia---
ἔδησεν	e)/dhsen	δέω1	de/w1	v3saia---
ἔδησεν	e)/dhsen	δέω2	de/w2	v3saia---
ἔδοξαν	e)/docan	δοκέω	doke/w	v3paia---
ἔδραμεν	e)/dramen	τρέχω	tre/xw	v3saia---
ἔδυσεν	e)/dusen	δύω1	du/w1	v3saia---
ἔδωκεν	e)/dwken	δίδωμι	di/dwmi	v3saia---
ἔθηκαν	e)/qhkan	τίθημι	ti/qhmi	v3paia---
ἔθηκεν	e)/qhken	τίθημι	ti/qhmi	v3saia---
ἔθνεσιν	e)/qnesin	ἔθνος	e)/qnos	n-p---nd-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	n-p---nn-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	n-p---nv-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	n-p---na-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	n-d---nn-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	n-d---nv-
ἔθνη	e)/qnh	ἔθνος	e)/qnos	n-d---na-
ἔθνος	e)/qnos	ἔθνος	e)/qnos	n-s---nn-
ἔθνος	e)/qnos	ἔθνος	e)/qnos	n-s---nv-
ἔθνος	e)/qnos	ἔθνος	e)/qnos	n-s---na-
ἔθυον	e)/quon	θύω1	qu/w1	v3piia---
ἔθυον	e)/quon	θύω1	qu/w1	v1siia---
ἔθυον	e)/quon	θύω2	qu/w2	v3piia---
ἔθυον	e)/quon	θύω2	qu/w2	v1siia---
ἔκβαλε	e)/kbale	ἐκβάλλω	e)kba/llw	v2sama---
ἔκβαλε	e)/kbale	ἐκβάλλω	e)kba/llw	v3saia---
ἔκλαιεν	e)/klaien	κλαίω	klai/w	v3siia---
ἔκλασα	e)/klasa	κλάω	kla/w	v1saia---
ἔκλασεν	e)/klasen	κλάω	kla/w	v3saia---
ἔκραζεν	e)/krazen	ἐκραίνω	e)krai/nw	v3siia---
ἔκραζεν	e)/krazen	κράζω	kra/zw	v3siia---
ἔκραζον	e)/krazon	ἐκραίνω	e)krai/nw	v3piia---
ἔκραζον	e)/krazon	ἐκραίνω	e)krai/nw	v1siia---
ἔκραζον	e)/krazon	κράζω	kra/zw	v3piia---
ἔκραζον	e)/krazon	κράζω	kra/zw	v1siia---
ἔκραξαν	e)/kracan	ἐξαράσσω	e)cara/ssw	v3paia---
ἔκραξαν	e)/kracan	ἐκραίνω	e)krai/nw	v3paia---
ἔκραξαν	e)/kracan	ἐκρήγνυμι	e)krh/gnumi	v3paia---
ἔκραξαν	e)/kracan	κράζω	kra/zw	v3paia---
ἔκστασις	e)/kstasis	ἔκστασις	e)/kstasis	n-s---fn-
ἔκτισεν	e)/ktisen	ἐκτίνω	e)kti/nw	v3saia---
ἔκτισεν	e)/ktisen	κτίζω	kti/zw	v3saia---
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	n-p---mn-
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	n-p---mv-
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	n-p---fn-
ἔκφοβοι	e)/kfoboi	ἔκφοβος	e)/kfobos	n-p---fv-
ἔλαβεν	e)/laben	λάπτω	la/ptw	v3paip---
