Αἰγέως	*ai)ge/ws	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-s---fg-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---fa-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nn-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---nv-
αἴτιον	ai)/tion	αἴτιος	ai)/tios	urn:cite2:hmt:lsj.chicago_md:n2777	n-s---na-
αἴτιον	ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v3piia---
αἴτιον	ai)/tion	αἰτέω	ai)te/w	urn:cite2:hmt:lsj.chicago_md:n2754	v1siia---
αἵ	ai(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fn-
αἵ	ai(/	ὁ	o(	urn:cite2:hmt:lsj.chicago_md:n71882	l-p---fv-
αἵ	ai(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---fn-
αἵ	ai(/	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---fn-
αἵδε	ai(/de	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fn-
αἵδ’	ai(/d'	ὅδε	o(/de	urn:cite2:hmt:lsj.chicago_md:n72010	n-p---fn-
αἵματι	ai(/mati	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nd-
αἵματος	ai(/matos	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---ng-
αἶνον	ai)=non	αἶνος	ai)=nos	urn:cite2:hmt:lsj.chicago_md:n2564	n-s---ma-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμα	ai(=ma	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nn-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---nv-
αἷμά	ai(=ma/	αἷμα	ai(=ma	urn:cite2:hmt:lsj.chicago_md:n2392	n-s---na-
αἷς	ai(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75512	p-p---fd-
αἷς	ai(=s	ὅς	o(/s	urn:cite2:hmt:lsj.chicago_md:n75513	p-p---fd-
αὐδάν	au)da/n	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fa-
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppamv-
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppann-
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppanv-
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppana-
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-sppamn-
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v--pna---
αὐδᾶν	au)da=n	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v--pna---
αὐδᾶν	au)da=n	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpamv-
αὐδᾶν	au)da=n	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpann-
αὐδᾶν	au)da=n	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpanv-
αὐδᾶν	au)da=n	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpana-
αὐδᾶν	au)da=n	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v-sfpamn-
αὐδᾶν	au)da=n	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v--fna---
αὐδᾶν	au)da=n	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-p---fg-
αὐδᾷ	au)da=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδᾷ	au)da=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spsa---
αὐδᾷ	au)da=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spia---
αὐδᾷ	au)da=|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v2sfim---
αὐδᾷ	au)da=|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v3sfia---
αὐδᾷ	au)da=|	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fd-
αὐδῇ	au)dh=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδῇ	au)dh=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδῇ	au)dh=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδῇ	au)dh=|	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spsa---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spia---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spse---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spie---
αὐδῇ	au)dh=|	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3spsa---
αὐδῇ	au)dh=|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v2sfim---
αὐδῇ	au)dh=|	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v3sfia---
αὐδῇ	au)dh=|	αὐδή	au)dh/	urn:cite2:hmt:lsj.chicago_md:n17336	n-s---fd-
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2spme---
αὐδῶ	au)dw=	αὐδάομαι	au)da/omai	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spme---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spsa---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v1spia---
αὐδῶ	au)dw=	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2siie---
αὐδῶ	au)dw=	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v1sfia---
αὐθαίμων	au)qai/mwn	αὐθαίμων	au)qai/mwn	urn:cite2:hmt:lsj.chicago_md:n17359	n-p---mg-
αὐθαίμων	au)qai/mwn	αὐθαίμων	au)qai/mwn	urn:cite2:hmt:lsj.chicago_md:n17359	n-p---fg-
αὐθαίμων	au)qai/mwn	αὐθαίμων	au)qai/mwn	urn:cite2:hmt:lsj.chicago_md:n17359	n-p---ng-
αὐθαίμων	au)qai/mwn	αὐθαίμων	au)qai/mwn	urn:cite2:hmt:lsj.chicago_md:n17359	n-s---mn-
αὐθαίμων	au)qai/mwn	αὐθαίμων	au)qai/mwn	urn:cite2:hmt:lsj.chicago_md:n17359	n-s---fn-
αὐθαίρετον	au)qai/reton	αὐθαίρετος	au)qai/retos	urn:cite2:hmt:lsj.chicago_md:n17360	n-s---ma-
αὐθαίρετον	au)qai/reton	αὐθαίρετος	au)qai/retos	urn:cite2:hmt:lsj.chicago_md:n17360	n-s---fa-
αὐθαίρετον	au)qai/reton	αὐθαίρετος	au)qai/retos	urn:cite2:hmt:lsj.chicago_md:n17360	n-s---nn-
αὐθαίρετον	au)qai/reton	αὐθαίρετος	au)qai/retos	urn:cite2:hmt:lsj.chicago_md:n17360	n-s---nv-
αὐθαίρετον	au)qai/reton	αὐθαίρετος	au)qai/retos	urn:cite2:hmt:lsj.chicago_md:n17360	n-s---na-
αὐθόμαιμοι	au)qo/maimoi	ὅμαιμος	o(/maimos	urn:cite2:hmt:lsj.chicago_md:n73383	n-p---mn-
αὐθόμαιμοι	au)qo/maimoi	ὅμαιμος	o(/maimos	urn:cite2:hmt:lsj.chicago_md:n73383	n-p---mv-
αὐθόμαιμοι	au)qo/maimoi	ὅμαιμος	o(/maimos	urn:cite2:hmt:lsj.chicago_md:n73383	n-p---fn-
αὐθόμαιμοι	au)qo/maimoi	ὅμαιμος	o(/maimos	urn:cite2:hmt:lsj.chicago_md:n73383	n-p---fv-
αὐταί	au)tai/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fn-
αὐταί	au)tai/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fv-
αὐταῖν	au)tai=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fg-
αὐταῖν	au)tai=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---fd-
αὐταῖς	au)tai=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fd-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mn-
αὐτοί	au)toi/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mv-
αὐτούς	au)tou/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ma-
αὐτοῖν	au)toi=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---ng-
αὐτοῖν	au)toi=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---nd-
αὐτοῖν	au)toi=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---mg-
αὐτοῖν	au)toi=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-d---md-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---nd-
αὐτοῖς	au)toi=s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---md-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ng-
αὐτοῦ	au)tou=	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mg-
αὐτοῦ	au)tou=	αὐτοῦ	au)tou=	urn:cite2:hmt:lsj.chicago_md:n17975	d--------
αὐτάγγελος	au)ta/ggelos	αὐτάγγελος	au)ta/ggelos	urn:cite2:hmt:lsj.chicago_md:n17542	n-s---mn-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---mn-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---mv-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---ma-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---fn-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---fv-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---fa-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---nn-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---nv-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-d---na-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-s---md-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-s---fd-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-s---nd-
αὐτάρκει	au)ta/rkei	αὐτάρκης	au)ta/rkhs	urn:cite2:hmt:lsj.chicago_md:n17562	n-s----d-
αὐτάρκει	au)ta/rkei	αὐταρκέω	au)tarke/w	urn:cite2:hmt:lsj.chicago_md:n17561	v3siia---
αὐτάρκει	au)ta/rkei	αὐταρκέω	au)tarke/w	urn:cite2:hmt:lsj.chicago_md:n17561	v2spma---
αὐτάρκει	au)ta/rkei	αὐταρκέω	au)tarke/w	urn:cite2:hmt:lsj.chicago_md:n17561	v3siia---
αὐτίκα	au)ti/ka	αὐτίκα	au)ti/ka	urn:cite2:hmt:lsj.chicago_md:n17595	d--------
αὐτίκ’	au)ti/k'	αὐτίκα	au)ti/ka	urn:cite2:hmt:lsj.chicago_md:n17595	d--------
αὐτίχ’	au)ti/x'	αὐτίκα	au)ti/ka	urn:cite2:hmt:lsj.chicago_md:n17595	d--------
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nn-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nv-
αὐτό	au)to/	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---na-
αὐτόθεν	au)to/qen	αὐτόθεν	au)to/qen	urn:cite2:hmt:lsj.chicago_md:n17723	d--------
αὐτόν	au)to/n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---ma-
αὐτόποιον	au)to/poion	αὐτόποιος	au)to/poios	urn:cite2:hmt:lsj.chicago_md:n17871	n-s---ma-
αὐτόποιον	au)to/poion	αὐτόποιος	au)to/poios	urn:cite2:hmt:lsj.chicago_md:n17871	n-s---fa-
αὐτόποιον	au)to/poion	αὐτόποιος	au)to/poios	urn:cite2:hmt:lsj.chicago_md:n17871	n-s---nn-
αὐτόποιον	au)to/poion	αὐτόποιος	au)to/poios	urn:cite2:hmt:lsj.chicago_md:n17871	n-s---nv-
αὐτόποιον	au)to/poion	αὐτόποιος	au)to/poios	urn:cite2:hmt:lsj.chicago_md:n17871	n-s---na-
αὐτός	au)to/s	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---mn-
αὐτῇ	au)th=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---fd-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---ng-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---fg-
αὐτῶν	au)tw=n	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-p---mg-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---nd-
αὐτῷ	au)tw=|	αὐτός	au)to/s	urn:cite2:hmt:lsj.chicago_md:n17907	n-s---md-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---ng-
αὑτοῦ	au(tou=	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---mg-
αὑτόν	au(to/n	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---ma-
αὑτῆς	au(th=s	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---fg-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---nd-
αὑτῷ	au(tw=|	ἑαυτοῦ	e(autou=	urn:cite2:hmt:lsj.chicago_md:n29881	n-s---md-
αὔδα	au)/da	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3siia---
αὔδα	au)/da	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2spma---
αὔδα	au)/da	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v3siia---
αὔδασον	au)/dason	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v2sama---
αὔδασον	au)/dason	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-stiamv-
αὔδασον	au)/dason	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-stiann-
αὔδασον	au)/dason	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-stianv-
αὔδασον	au)/dason	αὐδάω	au)da/w	urn:cite2:hmt:lsj.chicago_md:n17335	v-stiana-
αὔδασον	au)/dason	αὐδάζομαι	au)da/zomai	urn:cite2:hmt:lsj.chicago_md:n17334	v2sama---
αὔξοι	au)/coi	αὐξάνω	au)ca/nw	urn:cite2:hmt:lsj.chicago_md:n17478	v3spoa---
αὔξων	au)/cwn	αὐξάνω	au)ca/nw	urn:cite2:hmt:lsj.chicago_md:n17478	v-sppamn-
αὔρας	au)/ras	αὔρα	au)/ra	urn:cite2:hmt:lsj.chicago_md:n17518	n-p---fa-
αὔρας	au)/ras	αὔρα	au)/ra	urn:cite2:hmt:lsj.chicago_md:n17518	n-s---fg-
αὔριον	au)/rion	αὔριον	au)/rion	urn:cite2:hmt:lsj.chicago_md:n17525	d--------
αὔχημα	au)/xhma	αὔχημα	au)/xhma	urn:cite2:hmt:lsj.chicago_md:n18060	n-s---nn-
αὔχημα	au)/xhma	αὔχημα	au)/xhma	urn:cite2:hmt:lsj.chicago_md:n18060	n-s---nv-
αὔχημα	au)/xhma	αὔχημα	au)/xhma	urn:cite2:hmt:lsj.chicago_md:n18060	n-s---na-
αὔχημ’	au)/xhm'	αὔχημα	au)/xhma	urn:cite2:hmt:lsj.chicago_md:n18060	n-s---nn-
αὔχημ’	au)/xhm'	αὔχημα	au)/xhma	urn:cite2:hmt:lsj.chicago_md:n18060	n-s---nv-
αὔχημ’	au)/xhm'	αὔχημα	au)/xhma	urn:cite2:hmt:lsj.chicago_md:n18060	n-s---na-
αὔχημ’	au)/xhm'	αὐχέω	au)xe/w	urn:cite2:hmt:lsj.chicago_md:n18057	v1srie---
αὕτη	au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fn-
αὕτη	au(/th	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-s---fv-
αὖ	au)=	αὗ	au(=	urn:cite2:hmt:lsj.chicago_md:n17306	x--------
αὖ	au)=	αὖ	au)=	urn:cite2:hmt:lsj.chicago_md:n17306	d--------
αὖθις	au)=qis	αὖθις	au)=qis	urn:cite2:hmt:lsj.chicago_md:n17381	d--------
αὗται	au(=tai	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-p---fn-
αὗται	au(=tai	οὗτος	ou(=tos	urn:cite2:hmt:lsj.chicago_md:n76062	n-p---fv-
βαιοῦ	baiou=	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---mg-
βαιοῦ	baiou=	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---ng-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-p---nn-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-p---nv-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-p---na-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-d---fn-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-d---fv-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-d---fa-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---fn-
βαιά	baia/	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---fv-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---ma-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---nn-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---nv-
βαιόν	baio/n	βαιός	baio/s	urn:cite2:hmt:lsj.chicago_md:n19125	a-s---na-
βακχιώτας	bakxiw/tas	Βακχιώτης	*bakxiw/ths	urn:cite2:hmt:lsj.chicago_md:n19194	n-p---ma-
βακχιώτας	bakxiw/tas	Βακχιώτης	*bakxiw/ths	urn:cite2:hmt:lsj.chicago_md:n19194	n-s---mn-
βαρεῖαν	barei=an	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---fa-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---mn-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---mv-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---ma-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---fn-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---fv-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---fa-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---nn-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---nv-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-d---na-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-s---md-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-s---fd-
βαρυαχεῖ	baruaxei=	βαρυαχής	baruaxh/s	urn:cite2:hmt:lsj.chicago_md:n19390	n-s---nd-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---mn-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---mv-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---ma-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---fn-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---fv-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---fa-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---nn-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---nv-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-d---na-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-s---md-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-s---fd-
βαρυαχεῖ	baruaxei=	βαρυηχής	baruhxh/s	urn:cite2:hmt:lsj.chicago_md:n19422	n-s---nd-
βαρύποτμά	baru/potma/	βαρύποτμος	baru/potmos	urn:cite2:hmt:lsj.chicago_md:n19472	n-p---nn-
βαρύποτμά	baru/potma/	βαρύποτμος	baru/potmos	urn:cite2:hmt:lsj.chicago_md:n19472	n-p---nv-
βαρύποτμά	baru/potma/	βαρύποτμος	baru/potmos	urn:cite2:hmt:lsj.chicago_md:n19472	n-p---na-
βαρύς	baru/s	βαρύς	baru/s	urn:cite2:hmt:lsj.chicago_md:n19477	a-s---mn-
βασιλέως	basile/ws	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-s---mg-
βασιλέως	basile/ws	βασιλεύς	basileu/s	urn:cite2:hmt:lsj.chicago_md:n19546	n-s---mn-
βαστάσαι	basta/sai	βαστάζω	basta/zw	urn:cite2:hmt:lsj.chicago_md:n19594	v-sfpafd-
βαστάσαι	basta/sai	βαστάζω	basta/zw	urn:cite2:hmt:lsj.chicago_md:n19594	v--ana---
βαστάσαι	basta/sai	βαστάζω	basta/zw	urn:cite2:hmt:lsj.chicago_md:n19594	v3saoa---
βαίνεις	bai/neis	βαίνω	bai/nw	urn:cite2:hmt:lsj.chicago_md:n19123	v2spia---
